graph,order,size,time,iterations,error,technique,blocks,threads
"italy_osm","6686493","14027956","32.111","63","6.4568e-7","pagerankCuda","1024","256"
"italy_osm","6686493","14027956","31.92","63","6.4568e-7","pagerankCuda","1024","512"
"italy_osm","6686493","14027956","31.298","63","6.4568e-7","pagerankCuda","1024","1024"
"italy_osm","6686493","14027956","36.867","63","6.4568e-7","pagerankCuda","2048","32"
"italy_osm","6686493","14027956","32.815","63","6.4568e-7","pagerankCuda","2048","64"
"italy_osm","6686493","14027956","32.281","63","6.4568e-7","pagerankCuda","2048","128"
"italy_osm","6686493","14027956","31.896","63","6.4568e-7","pagerankCuda","2048","256"
"italy_osm","6686493","14027956","31.276","63","6.4568e-7","pagerankCuda","2048","512"
"italy_osm","6686493","14027956","31.306","63","6.4568e-7","pagerankCuda","2048","1024"
"italy_osm","6686493","14027956","37.202","63","6.4568e-7","pagerankCuda","4096","32"
"italy_osm","6686493","14027956","32.612","63","6.4568e-7","pagerankCuda","4096","64"
"italy_osm","6686493","14027956","32.015","63","6.4568e-7","pagerankCuda","4096","128"
"italy_osm","6686493","14027956","31.246","63","6.4568e-7","pagerankCuda","4096","256"
"italy_osm","6686493","14027956","31.217","63","6.4568e-7","pagerankCuda","4096","512"
"italy_osm","6686493","14027956","30.699","63","6.4568e-7","pagerankCuda","4096","1024"
"italy_osm","6686493","14027956","36.663","63","6.4568e-7","pagerankCuda","8192","32"
"italy_osm","6686493","14027956","32.285","63","6.4568e-7","pagerankCuda","8192","64"
"italy_osm","6686493","14027956","31.329","63","6.4568e-7","pagerankCuda","8192","128"
"italy_osm","6686493","14027956","31.094","63","6.4568e-7","pagerankCuda","8192","256"
"italy_osm","6686493","14027956","30.41","63","6.4568e-7","pagerankCuda","8192","512"
"italy_osm","6686493","14027956","30.532","63","6.4568e-7","pagerankCuda","8192","1024"
"italy_osm","6686493","14027956","35.554","63","6.4568e-7","pagerankCuda","16384","32"
"italy_osm","6686493","14027956","31.517","63","6.4568e-7","pagerankCuda","16384","64"
"italy_osm","6686493","14027956","31.064","63","6.4568e-7","pagerankCuda","16384","128"
"italy_osm","6686493","14027956","30.196","63","6.4568e-7","pagerankCuda","16384","256"
"italy_osm","6686493","14027956","30.074","63","6.4568e-7","pagerankCuda","16384","512"
"italy_osm","6686493","14027956","30.542","63","6.4568e-7","pagerankCuda","16384","1024"
"italy_osm","6686493","14027956","35.336","63","6.4568e-7","pagerankCuda","32768","32"
"italy_osm","6686493","14027956","31.214","63","6.4568e-7","pagerankCuda","32768","64"
"italy_osm","6686493","14027956","30.126","63","6.4568e-7","pagerankCuda","32768","128"
"italy_osm","6686493","14027956","29.762","63","6.4568e-7","pagerankCuda","32768","256"
"italy_osm","6686493","14027956","30.082","63","6.4568e-7","pagerankCuda","32768","512"
"italy_osm","6686493","14027956","30.557","63","6.4568e-7","pagerankCuda","32768","1024"
"great-britain_osm","7733822","16313034","76.404","0","0","pagerankNvgraph","0","0"
"great-britain_osm","7733822","16313034","60.309","67","1.6188e-7","pagerankCuda","1024","32"
"great-britain_osm","7733822","16313034","48.44","67","1.6188e-7","pagerankCuda","1024","64"
"great-britain_osm","7733822","16313034","43.556","67","1.6188e-7","pagerankCuda","1024","128"
"great-britain_osm","7733822","16313034","42.998","67","1.6188e-7","pagerankCuda","1024","256"
"great-britain_osm","7733822","16313034","42.823","67","1.6188e-7","pagerankCuda","1024","512"
"great-britain_osm","7733822","16313034","41.505","67","1.6188e-7","pagerankCuda","1024","1024"
"great-britain_osm","7733822","16313034","48.98","67","1.6188e-7","pagerankCuda","2048","32"
"great-britain_osm","7733822","16313034","43.907","67","1.6188e-7","pagerankCuda","2048","64"
"great-britain_osm","7733822","16313034","43.247","67","1.6188e-7","pagerankCuda","2048","128"
"great-britain_osm","7733822","16313034","42.885","67","1.6188e-7","pagerankCuda","2048","256"
"great-britain_osm","7733822","16313034","41.451","67","1.6188e-7","pagerankCuda","2048","512"
"great-britain_osm","7733822","16313034","41.548","67","1.6188e-7","pagerankCuda","2048","1024"
"great-britain_osm","7733822","16313034","49.627","67","1.6188e-7","pagerankCuda","4096","32"
"great-britain_osm","7733822","16313034","43.852","67","1.6188e-7","pagerankCuda","4096","64"
"great-britain_osm","7733822","16313034","43.108","67","1.6188e-7","pagerankCuda","4096","128"
"great-britain_osm","7733822","16313034","41.52","67","1.6188e-7","pagerankCuda","4096","256"
"great-britain_osm","7733822","16313034","41.614","67","1.6188e-7","pagerankCuda","4096","512"
"great-britain_osm","7733822","16313034","40.628","67","1.6188e-7","pagerankCuda","4096","1024"
"great-britain_osm","7733822","16313034","49.032","67","1.6188e-7","pagerankCuda","8192","32"
"great-britain_osm","7733822","16313034","43.515","67","1.6188e-7","pagerankCuda","8192","64"
"great-britain_osm","7733822","16313034","41.664","67","1.6188e-7","pagerankCuda","8192","128"
"great-britain_osm","7733822","16313034","41.598","67","1.6188e-7","pagerankCuda","8192","256"
"great-britain_osm","7733822","16313034","40.364","67","1.6188e-7","pagerankCuda","8192","512"
"great-britain_osm","7733822","16313034","39.983","67","1.6188e-7","pagerankCuda","8192","1024"
"great-britain_osm","7733822","16313034","47.576","67","1.6188e-7","pagerankCuda","16384","32"
"great-britain_osm","7733822","16313034","42.041","67","1.6188e-7","pagerankCuda","16384","64"
"great-britain_osm","7733822","16313034","41.642","67","1.6188e-7","pagerankCuda","16384","128"
"great-britain_osm","7733822","16313034","40.181","67","1.6188e-7","pagerankCuda","16384","256"
"great-britain_osm","7733822","16313034","39.743","67","1.6188e-7","pagerankCuda","16384","512"
"great-britain_osm","7733822","16313034","39.961","67","1.6188e-7","pagerankCuda","16384","1024"
"great-britain_osm","7733822","16313034","47.266","67","1.6188e-7","pagerankCuda","32768","32"
"great-britain_osm","7733822","16313034","41.885","67","1.6188e-7","pagerankCuda","32768","64"
"great-britain_osm","7733822","16313034","40.086","67","1.6188e-7","pagerankCuda","32768","128"
"great-britain_osm","7733822","16313034","39.152","67","1.6188e-7","pagerankCuda","32768","256"
"great-britain_osm","7733822","16313034","39.493","67","1.6188e-7","pagerankCuda","32768","512"
"great-britain_osm","7733822","16313034","39.985","67","1.6188e-7","pagerankCuda","32768","1024"
"germany_osm","11548845","24738362","114","0","0","pagerankNvgraph","0","0"
"germany_osm","11548845","24738362","95.043","65","2.0173e-7","pagerankCuda","1024","32"
"germany_osm","11548845","24738362","78.143","65","2.0173e-7","pagerankCuda","1024","64"
"germany_osm","11548845","24738362","71.232","65","2.0173e-7","pagerankCuda","1024","128"
"germany_osm","11548845","24738362","70.396","65","2.0173e-7","pagerankCuda","1024","256"
"germany_osm","11548845","24738362","69.985","65","2.0173e-7","pagerankCuda","1024","512"
"germany_osm","11548845","24738362","67.561","65","2.0173e-7","pagerankCuda","1024","1024"
"germany_osm","11548845","24738362","78.998","65","2.0173e-7","pagerankCuda","2048","32"
"germany_osm","11548845","24738362","71.597","65","2.0173e-7","pagerankCuda","2048","64"
"germany_osm","11548845","24738362","70.907","65","2.0173e-7","pagerankCuda","2048","128"
"germany_osm","11548845","24738362","70.148","65","2.0173e-7","pagerankCuda","2048","256"
"germany_osm","11548845","24738362","67.941","65","2.0173e-7","pagerankCuda","2048","512"
"germany_osm","11548845","24738362","66.304","65","2.0173e-7","pagerankCuda","2048","1024"
"germany_osm","11548845","24738362","79.664","65","2.0173e-7","pagerankCuda","4096","32"
"germany_osm","11548845","24738362","71.729","65","2.0173e-7","pagerankCuda","4096","64"
"germany_osm","11548845","24738362","70.559","65","2.0173e-7","pagerankCuda","4096","128"
"germany_osm","11548845","24738362","68.265","65","2.0173e-7","pagerankCuda","4096","256"
"germany_osm","11548845","24738362","66.791","65","2.0173e-7","pagerankCuda","4096","512"
"germany_osm","11548845","24738362","65.034","65","2.0173e-7","pagerankCuda","4096","1024"
"germany_osm","11548845","24738362","78.914","65","2.0173e-7","pagerankCuda","8192","32"
"germany_osm","11548845","24738362","71.101","65","2.0173e-7","pagerankCuda","8192","64"
"germany_osm","11548845","24738362","68.703","65","2.0173e-7","pagerankCuda","8192","128"
"germany_osm","11548845","24738362","67.004","65","2.0173e-7","pagerankCuda","8192","256"
"germany_osm","11548845","24738362","64.813","65","2.0173e-7","pagerankCuda","8192","512"
"germany_osm","11548845","24738362","63.455","65","2.0173e-7","pagerankCuda","8192","1024"
"germany_osm","11548845","24738362","76.025","65","2.0173e-7","pagerankCuda","16384","32"
"germany_osm","11548845","24738362","69.108","65","2.0173e-7","pagerankCuda","16384","64"
"germany_osm","11548845","24738362","67.183","65","2.0173e-7","pagerankCuda","16384","128"
"germany_osm","11548845","24738362","64.873","65","2.0173e-7","pagerankCuda","16384","256"
"germany_osm","11548845","24738362","63.297","65","2.0173e-7","pagerankCuda","16384","512"
"germany_osm","11548845","24738362","62.294","65","2.0173e-7","pagerankCuda","16384","1024"
"germany_osm","11548845","24738362","75.346","65","2.0173e-7","pagerankCuda","32768","32"
"germany_osm","11548845","24738362","67.517","65","2.0173e-7","pagerankCuda","32768","64"
"germany_osm","11548845","24738362","64.689","65","2.0173e-7","pagerankCuda","32768","128"
"germany_osm","11548845","24738362","62.647","65","2.0173e-7","pagerankCuda","32768","256"
"germany_osm","11548845","24738362","61.82","65","2.0173e-7","pagerankCuda","32768","512"
"germany_osm","11548845","24738362","62.379","65","2.0173e-7","pagerankCuda","32768","1024"
"asia_osm","11950757","25423206","107.982","0","0","pagerankNvgraph","0","0"
"asia_osm","11950757","25423206","81.283","63","6.7846e-7","pagerankCuda","1024","32"
"asia_osm","11950757","25423206","64.978","63","6.7846e-7","pagerankCuda","1024","64"
"asia_osm","11950757","25423206","58.39","63","6.7846e-7","pagerankCuda","1024","128"
"asia_osm","11950757","25423206","56.903","63","6.7846e-7","pagerankCuda","1024","256"
"asia_osm","11950757","25423206","55.999","63","6.7846e-7","pagerankCuda","1024","512"
"asia_osm","11950757","25423206","54.132","63","6.7846e-7","pagerankCuda","1024","1024"
"asia_osm","11950757","25423206","65.153","63","6.7846e-7","pagerankCuda","2048","32"
"asia_osm","11950757","25423206","58.344","63","6.7846e-7","pagerankCuda","2048","64"
"asia_osm","11950757","25423206","57.381","63","6.7846e-7","pagerankCuda","2048","128"
"asia_osm","11950757","25423206","56.184","63","6.7846e-7","pagerankCuda","2048","256"
"asia_osm","11950757","25423206","54.389","63","6.7846e-7","pagerankCuda","2048","512"
"asia_osm","11950757","25423206","54.03","63","6.7846e-7","pagerankCuda","2048","1024"
"asia_osm","11950757","25423206","65.594","63","6.7846e-7","pagerankCuda","4096","32"
"asia_osm","11950757","25423206","57.856","63","6.7846e-7","pagerankCuda","4096","64"
"asia_osm","11950757","25423206","56.505","63","6.7846e-7","pagerankCuda","4096","128"
"asia_osm","11950757","25423206","54.465","63","6.7846e-7","pagerankCuda","4096","256"
"asia_osm","11950757","25423206","53.927","63","6.7846e-7","pagerankCuda","4096","512"
"asia_osm","11950757","25423206","52.819","63","6.7846e-7","pagerankCuda","4096","1024"
"asia_osm","11950757","25423206","64.371","63","6.7846e-7","pagerankCuda","8192","32"
"asia_osm","11950757","25423206","56.944","63","6.7846e-7","pagerankCuda","8192","64"
"asia_osm","11950757","25423206","54.716","63","6.7846e-7","pagerankCuda","8192","128"
"asia_osm","11950757","25423206","53.894","63","6.7846e-7","pagerankCuda","8192","256"
"asia_osm","11950757","25423206","52.627","63","6.7846e-7","pagerankCuda","8192","512"
"asia_osm","11950757","25423206","52.657","63","6.7846e-7","pagerankCuda","8192","1024"
"asia_osm","11950757","25423206","61.99","63","6.7846e-7","pagerankCuda","16384","32"
"asia_osm","11950757","25423206","54.973","63","6.7846e-7","pagerankCuda","16384","64"
"asia_osm","11950757","25423206","54.123","63","6.7846e-7","pagerankCuda","16384","128"
"asia_osm","11950757","25423206","52.4","63","6.7846e-7","pagerankCuda","16384","256"
"asia_osm","11950757","25423206","52.185","63","6.7846e-7","pagerankCuda","16384","512"
"asia_osm","11950757","25423206","52.051","63","6.7846e-7","pagerankCuda","16384","1024"
"asia_osm","11950757","25423206","61.405","63","6.7846e-7","pagerankCuda","32768","32"
"asia_osm","11950757","25423206","54.222","63","6.7846e-7","pagerankCuda","32768","64"
"asia_osm","11950757","25423206","52.349","63","6.7846e-7","pagerankCuda","32768","128"
"asia_osm","11950757","25423206","51.875","63","6.7846e-7","pagerankCuda","32768","256"
"asia_osm","11950757","25423206","51.622","63","6.7846e-7","pagerankCuda","32768","512"
"asia_osm","11950757","25423206","52.078","63","6.7846e-7","pagerankCuda","32768","1024"
